,CodItem,DesCubItem
14210,318005,APOSITO TRANSPARENTE CON BORDE REFORZADO 5.0 cm x 5.7 cm
14211,318006,APOSITO TRANSPARENTE CON BORDE REFORZADO 8.5 cm X 11.5  cm
14212,318234,CINTA MATRIZ METALICA 7 mm X 1 m
14213,318247,FORTIFICADOR DE LECHE MATERNA X 5 mL X 100
14214,318261,NEOMICINA + KETOCONAZOL + BETAMETASONA Y OTROS CRM 20 g - USO VETERINARIO
14215,318344,ENZIMA TRANSCRIPTASA REVERSA PARA PCR EN TIEMPO REAL X 400 DETERMINACIONES.
14216,318372,"SOLERA DE BRAMANTE DE 1.10 m X 1.60 m (CON URDIEMBRE 100% ALGODON, 20/1 Ne,74 hilos/pulgada TRAMA 100% ALGODON,16/1 Ne,56 hilos/pulgada) TAFETAN 1/1 Y GRAMAJE 180 g/m2 PARA PACIENTE"
14217,318376,BIOTOMO YUGULAR 2.4 mm X 50 cm
14218,318384,CARNE DE CERDO FRESCA CORTE BONDIOLA
14219,318391,DISPOSITIVO CON FILTROS PARA RECONSTITUCION DE FARMACOS INYECCTABLES
14220,318404,LICENCIA DE SOFTWARE DE ACCESO A SERVICIOS DE SERVIDORES
14221,318454,VALVULA DE HEIMLICH
14222,318458,SERVICIO DE ALQUILER DE MOBILIARIO Y EQUIPO PARA EVENTOS
14223,318461,SERVICIO DE ALQUILER DE SALA PARA CONFERENCIA DE PRENSA
14224,318469,INJERTO OSEO DE TIRA ILIACA TRICORTICAL 10 mm X 20 mm X 27 mm
14225,318488,COCHE METALICO PARA TRANSPORTE DE MEDICAMENTOS 3 BANDEJAS 60 cm X 75 cm X 90 cm
14226,318497,SERVICIO DE MANTENIMIENTO DE CIELO RASO
14227,318498,SERVICIO DE MANTENIMIENTO DE PISO PARQUET
14228,318499,SERVICIO DE MANTENIMIENTO DE PLANTA DE TRATAMIENTO DE AGUA POTABLE
14229,318500,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PUERTAS CORTAFUEGO
14230,318507,SERVICIO DE MANTENIMIENTO DE TACHOS DE METAL
14231,318510,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CAMARA PARA CONSERVACION DE CADAVERES
14232,318511,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO ECOCARDIOGRAFO
14233,318514,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMARA DE VIDEO
14234,318517,SERVICIO DE LIMPIEZA DE SISTEMA DE ALIMENTACION DE COMBUSTIBLE PARA VEHICULOS
14235,318540,AGUJA PARA BIOPSIA DE MAMA DESCARTABLE 14 g X 10 cm
14236,318606,AGUJA ESPINAL PUNTA LAPIZ CON INTRODUCTOR 27 g X 90 mm
14237,318658,TUBO PLASTICO 5 mL PARA COMPARADOR DE CLORO CON TAPA
14238,318679,MICROTUBO DE PLASTICO PARA EXTRACCION CON EDTA X 0.8 mL
14239,318699,FORMULA DE NUTRICION ENTERAL POLIMERICA PEDIATRICA
14240,318705,MEDIO DE CULTIVO PARA MEDULA OSEA
14241,318721,CATETER VENOSO CENTRAL DOBLE LUMEN 4 FR X 5 cm
14242,318740,CATETER VENOSO CENTRAL TRIPLE LUMEN 4.5 FR X 10 cm
14243,318741,CATETER VENOSO CENTRAL TRIPLE LUMEN 4.5 FR X 12.5 cm
14244,318744,CATETER VENOSO CENTRAL TRIPLE LUMEN 5.5 FR X 8 cm
14245,318750,CATETER VENOSO CENTRAL DOBLE LUMEN 10 FR X 18 cm
14246,318755,ARRAY DE 8 CAPILARES DE 50 cm ANALIZADOR GENETICO
14247,318757,CATETER VENOSO CENTRAL DOBLE LUMEN 14.5 FR X 28 cm
14248,318765,CATETER VENOSO CENTRAL CUATRO LUMEN 8.5 FR X 15 cm
14249,318860,ACETATO DE ALUMINIO USP
14250,318886,YODOPOVIDONA USP
14251,318887,ACEITE DE MANI HIDROGENADO
14252,318888,ACEITE DE CADE
14253,318978,SISTEMA DE TUBERIAS PARA DRENAJE DE AGUA PARA AIRE ACONDICIONADO
14254,319028,HORMONA GONADOTROPINA CORIONICA (HCG) X 5 mL
14255,319029,HORMONA GONADOTROPINA CORIONICA (HCG) X 1 L
14256,319060,PERCLORATO DE AMONIO MAYOR O IGUAL 99% GRADO 200
14257,319278,MANGA MIXTA PARA ESTERILIZAR CON VAPOR Y/O OXIDO DE ETILENO CON FUELLE 25 cm
14258,319279,MANGA MIXTA PARA ESTERILIZAR CON VAPOR Y/O OXIDO DE ETILENO CON FUELLE 38 cm
14259,319300,ESPIRAL PARA EMBOLIZACION ENDOVASCULAR 10 mm X 30cm ESTRUCTURA ESFERICA EN BUCLES
14260,319304,ESPIRAL PARA EMBOLIZACION ENDOVASCULAR 3 mm X 6cm ESTRUCTURA ESFERICA EN BUCLES
14261,319306,CARPA DE POLIESTER IMPERMEABLE Y RESPIRABLE 1.50 m X 2.20 m X 3.00 m X 5.00 m
14262,319308,CARPA DE TELA POLIESTER RECUBIERTA DE PVC PARA 6 PERSONAS
14263,319330,ACIDO NITRICO P.A. 60%
14264,319355,CEPA STREPTOCOCCUS INIAE
14265,319364,PRUEBA RAPIDA PARA DETECCION DE ANTIGENO NS1 DENGUE TIPO CASSETTE
14266,319367,PRUEBA RAPIDA INMUNOCROMATOGRAFICA VIH I-II PARA DETECCION DE ANTIGENO Y ANTICUERPO
14267,319409,ESPECULO VAGINAL 85 mm X 35 mm
14268,319413,ESTETOSCOPIO DOBLE CAMPANA
14269,319490,CARPA PARA CAMPAMENTO DE LONA CON PISO PARA 6 PERSONAS
14270,319494,CARPA DE LINO DE 3 m X 4 m X 2.5 m
14271,319502,CARPA DE LINO PLASTIFICADO DE 2 m X 2.5 m X 3 m X 5 m
14272,319588,LIBRO CIENCIA TECNOLOGIA Y AMBIENTE DE 2  GRADO DE SECUNDARIA
14273,319617,LIBRO CIENCIA TECNOLOGIA Y AMBIENTE DE 4  GRADO DE SECUNDARIA
14274,319623,LIBRO CIENCIA TECNOLOGIA Y AMBIENTE DE 1  GRADO DE SECUNDARIA
14275,319628,LIBRO CIENCIA TECNOLOGIA Y AMBIENTE DE 3  GRADO DE SECUNDARIA
14276,319632,LIBRO CIENCIA TECNOLOGIA Y AMBIENTE DE 5  GRADO DE SECUNDARIA
14277,319807,CHOCOLATE EN BARRA CON RELLENO
14278,319808,CHOCOLATE EN BARRA SIN AZUCAR
14279,319817,FORMULA ENTERAL POLIMERICA PARA PACIENTE DIABETICO X 1 L
14280,319818,FORMULA NUTRICIONAL ISOTONICA LIQUIDA CON PROTEINAS X 1 L
14281,319819,FORMULA DE NUTRICION ENTERAL POLIMERICA ADULTO
14282,319821,"RECARGA PARA GRAPADORA QUIRURGICA LINEAL CORTANTE (3 mm, 35 mm y 4 mm) X 45 mm PARA LAPAROSCOPIA"
14283,319822,"RECARGA PARA GRAPADORA QUIRURGICA LINEAL CORTANTE (3 mm, 35 mm y 4 mm) X 60 mm PARA LAPAROSCOPIA"
14284,319860,LISTELO CERAMICO DE 6 cm X 40 cm
14285,319874,MADERA MISA DE 1 1/2 in X 12 in X 12 ft APROX.
14286,319875,MADERA MISA DE 1 1/2 in X 8 in X 12 ft
14287,319889,PORCELANATO PARA PISO EXTERIOR DE 45 cm X 90 cm TRANSITO ALTO
14288,319916,PROTECTOR FACIAL
14289,319937,TUBO PARA ALCANTARILLADO DE POLIETILENO DE ALTA DENSIDAD (HDPE) PE-80 SDR 17 PN 8 DE 200 mm
14290,320062,SUSCRIPCION A PUBLICACION SOBRE NEGOCIOS INTERNACIONALES
14291,320114,"CONSULTORIA PARA INTEGRACION,MODELAMIENTO Y EVALUACION VARIABLES ZONIFICACION ECOLOGICA"
14292,320141,CONSULTORIA PARA ELABORAR INFORMES DEL ESTADO SITUACIONAL DE PIP DE MANTENIMIENTO DE INFRAESTRUCTURA VIAL
14293,320142,SERVICIO ESPECIALIZADO EN TEMAS DE INFORMACION GEOGRAFICA Y GEOREFERENCIADA
14294,320174,CATETER CORONARIO TIPO JUDKING DERECHO 6 FR X 100 cm ASA N  4.0
14295,320186,SUTURA DE POLIESTER MULTIFILAMENTO 2/0 C/DOBLE AGUJA 1/2 CIRCULO REDONDA 22 mm X 75 cm
14296,320247,PLACA LCP DE 05 AGUJEROS X 2.7/3.5 mm PARA HUMERO DISTAL MEDIAL
14297,320385,MICROCUBETA DESCARTABLE PARA HEMOGLOBINOMETRO HEMOCONTROL X 50
14298,320387,MICROCUBETA DESCARTABLE PARA HEMOGLOBINOMETRO PORTATIL X 200
14299,320388,REJILLA METALICA 50 cm X 65 cm
14300,320389,REJILLA METALICA 45 cm X 60 cm
14301,320390,REJILLA METALICA 35 cm X 40 cm
14302,320590,SONDA DE HIDRODISECCION TIPO T 23 mm X 190 cm
14303,320591,SONDA DE HIDRODISECCION TIPO I 23 mm X 190 cm
14304,320596,HEMOSTATICO ABSORBIBLE DE CELULOSA OXIGENADA Y REGENERADA DE TEJIDO FIBROSO 51 cm X 102 cm
14305,320597,HEMOSTATICO TOPICO ABSORBIBLE DE CELULOSA OXIGENADA Y REGENERADA 10 cm X 203 cm
14306,320599,SISTEMA DE DRENAJE VENTRICULAR EXTERNO ESTERIL CON CATETER DE 15 mm X 28 mm X 35 cm
14307,320620,VALVULA DE PUDENZ PARA PRESION BAJA PEDIATRICA DE 12 mm APROX.
14308,320626,APOSITO HIDROFILICO CON NANOCRISTALES DE PLATA 17 cm X 19 cm
14309,320669,ACELERADOR LINEAL DE ALTA ENERGIA
14310,321677,POLIMERO POP4 PARA SECUENCIAMIENTO DE ADN EN ANALIZADOR GENETICO ABI 3500 X 500 DETERMINACIONES
14311,321678,POLIMERO POP6 PARA SECUENCIAMIENTO DE ADN EN ANALIZADOR GENETICO ABI 3500 X 500 DETERMINACIONES
14312,321679,PRUEBA RAPIDA INMUNOCROMATOGRAFICA PARA DIAGNOSTICO DE SIFILIS
14313,321681,PRUEBA RAPIDA PARA DETECCION DE VIRUS INFLUENZA A Y B  POR INMUNOCROMATOGRAFIA
14314,321724,SERVICIO DE COORDINACION EN RECUPERACION DE ESPACIOS PUBLICOS
14315,321733,SERVICIO DE SELLADO Y FOLIADO
14316,321740,SERVICIO PARA ELABORACION Y GENERACION DE LIBROS ELECTRONICOS DE COMPRA Y VENTA
14317,321741,SERVICIO DE AUDITORIA CONTABLE
14318,321742,SERVICIO DE AUDITORIA DE PROYECTO DE INVERSION PUBLICA
14319,321751,SERVICIO DE ENSENANZA Y FOMENTO DE ACTIVIDADES ARTISTICAS
14320,321754,TAPETE DESCONTAMINANTE DE POLIETILENO PARA PISO 90 cm  X 115 m APROX
14321,321761,TARJETA MHR-BP BOARD PX74-06047 PARA TOMOGRAFO ESPIRAL MULTICORTE TOSHIBA AQUILION 16
14322,321772,TORNIQUETE REGULABLE CON ANILLO DE SEGURIDAD PARA EXTREMiDADES
14323,321811,GUIA PARA ANGIOPLASTIA 0014 mm X 260 cm
14324,321813,INJERTO OSEO ESPONJOSO 30 mL
14325,321835,MANDIL DESCARTABLE NO ESTERIL TALLA L
14326,321846,MICROCATETER 28 FR X 120 cm
14327,321847,MICROCATETER 28 FR X 150 cm
14328,321898,SISTEMA DE STENT NEUROFORM
14329,321908,BOLSA COLECTORA DE ORINA X 80 mL
14330,321914,BOLSA PARA NUTRICION PARENTERAL 150 mL
14331,321949,CANASTILLA TIPO CANASTA DESCARTABLE PARA LITOTRICIA MECANICA VIA BILIAR 2 cm X 4 cm
14332,321952,CANULA VENOSA ATRIO CAVA 34 FR Y 46 FR
14333,321953,CAPSULA ENDOSCOPICA DESCARTABLE PARA COLON
14334,321962,CATETER ENDOVENOSO PERIFERICO 24 g X 3 1/4 in CON DISPOSITIVO DE PROTECCION DE AGUJA
14335,321993,DEPOSITO DE POLIPROPILENO PARA DESCARTE DE MATERIAL PUNZO CORTANTE 5 L
14336,322040,ARCHIVO DIGITAL DE IMAGEN SATELITAL PERU COMPLETO
14337,322049,ASCENSOR PARA 8 PERSONAS O 630 Kg
14338,322050,ASCENSOR DE 2 PARADAS PARA 2 PERSONAS DE 300 Kg
14339,322107,ENROFLOXACINA 10 g/100 mL INY 250 mL PARA USO VETERINARIO
14340,322137,JAULA DE MADERA DE 1 m x 1 m x 1 m X 130 m
14341,322139,FIGURA DE ANIMAL DE PLASTICO JUEGO X 5 PIEZAS
14342,322150,LAVADORA ELECTRICA INDUSTRIAL DE 22 Kg
14343,322168,MICROPIPETA DE RANGO VARIABLE 200 - 1000 µL
14344,322176,MOSQUITERO DE POLIETILENO DE 1.50 m X 1.50 m X 1.80 m CON INSECTICIDA
14345,322186,PARRILLA DE FIBRA DE CARBON DE 31 in X 19 in PARA ACELERADOR LINEAL
14346,322187,PESCADO JUREL PARA ALIMENTO DE ANIMALES
14347,322205,SERVICIO DE LAVADO COLCHONES
14348,322217,ALEVIN DE TILAPIA
14349,322219,SERVICIO DE ALQUILER DE CAMIONETA TIPO COMBI
14350,322222,SERVICIO DE ALQUILER DE DETECTOR DE METALES TIPO ARCO
14351,322227,SERVICIO DE ALQUILER DE MARTILLO DEMOLEDOR ELECTRICO
14352,322229,SERVICIO DE ALQUILER DE RETROEXCAVADORA CON MARTILLO
14353,322235,ARETE DE IDENTIFICACION DE PLASTICO TIPO PALETA PARA GANADO SIN RADIOFRECUENCIA
14354,322252,CARNE DE RES CONGELADO CORTE COSTILLAR
14355,322261,ESTAMPADOR DE CERA DE ABEJA TIPO WAFLERA DE 20 cm X 40 cm
14356,322263,FORMULA NUTRICIONAL ISOTONICA LIQUIDA COMPLETA BALANCEADA
14357,322267,HOJUELA DE QUINUA Y AVENA
14358,322280,PAPA SECA NEGRA
14359,322298,SILLA DE MONTAR CABALLO DE MADERA PARA SALTO
14360,322314,VITAMINA A +  VITAMINA E Y OTRAS COMBINACIONES CRM 100 g (USO VETERINARIO)
14361,322319,MASTIL DE FIERRO GALVANIZADO 50 cm X 2 in X 1 m PARA CAMARA DE VIGILANCIA
14362,322405,LICENCIA DE SOFTWARE DE ANTIVIRUS DE SERVIDOR
14363,322414,MANTA DE POLAR DE 1 1/2 PLAZA
14364,322417,MIRA REFLECTIVA DIURNA / NOCTURNA CON ADAPTADOR PARA FUSIL
14365,322432,PEZ ESPADA
14366,322446,ROBOT DESACTIVADOR ANTIEXPLOSIVOS
14367,322457,SERVICIO DE ALMACENAMIENTO Y TRANSPORTE DE COMBUSTIBLE
14368,322458,"SERVICIO DE MODULADO, EMBALADO Y MONITOREO"
14369,322461,SISTEMA DE APERTURA AUTOMATICA DIGITAL PARA SALTO EN PARACAIDAS
14370,322483,VISOR NOCTURNO DE USO AEREO
14371,322489,ALTIMETRO ELECTRONICO CON ALARMA DE EMERGENCIA PARA USO AERONAUTICO
14372,322494,AUTOMOVIL DE JUGUETE
14373,322603,CINTA PARA IMPRESORA DE TARJETAS DE PVC DE 5 PANELES PARA 300 IMPRESIONES
14374,322634,MEMORIA PORTATIL USB DE 8 GB INTERFAZ 2.0 CON LOGOTIPO
14375,322773,SISTEMA DE PREVENCION DE INTRUSOS EN LA RED - IPS EQUIPO ANTI MALWARE
14376,322774,SISTEMA DE PREVENCION DE INTRUSOS EN LA RED - IPS EQUIPO DE PROTECCION DE BASE DE DATOS
14377,322780,TALLER DE INTEGRACION TRABAJO EN EQUIPO Y COMUNICACION EFECTIVA
14378,322816,BALANZA DE PIE CON TALLIMETRO ADULTO DIGITAL
14379,322826,CAMA DE METAL HOSPITALARIA DOS MANIVELAS
14380,322827,CAMILLA DE METAL CON SISTEMA HIDRAULIC O DE TRANSFERENCIA DE PACIENTE PARA USO HOSPITALARIO
14381,322868,COCHE METALICO PARA ASPIRADORA DE SECRECIONES
14382,322876,DETERGENTE BIODEGRADABLE ALCALINO LIBRE DE FOSFATOS X 25 L
14383,322884,ESTANDAR PRUEBA MIXTA EVALUACION DETECTOR PARA CROMATOGRAFO GASES PERKIN ELMER MOD CLARUS 600 X 5 mL
14384,322894,CARTEL EN BANNER 1.10 m X 1.50 m APROX.
14385,322915,SOBRE EN CARTULINA PLASTIFICADA 24 cm X 31 cm HISTORIA CLINICA
14386,322919,FRASCO DE POLIPROPILENO 80 mL APROX.CON TAPA COLECTOR DE MUESTRA DE ORINA
14387,322920,FRASCO CON FORMALINA PARA RECOLECCION DE HECES 30 mL X 3
14388,322927,HEMOGRAMA AUTOMATIZADO 28 PARAMETROS X 1000 DETERMINACIONES
14389,322929,HIDROGEL DE POLIMERO MODIFICADO DE CARBOXIMETIL CELULOSA 25 g
14390,322933,IMPLANTE PERSONALIZADO DE POLIETERETERCETONA (PEEK)
14391,322934,INFUSOR PEQUENO VOLUMEN DE 1 DIA DESCARTABLE
14392,322936,INTRODUCTOR PARA CATETER  RADIAL CON CUBIERTA HIDROFILICA 6 FR X 10 cm APROX. PARA USO QUIRURGICO
14393,322980,CARGA VIRAL VIH 1TIEMPO REAL
14394,323016,MASCARILLA DESCARTABLE 4 PLIEGUES
14395,323020,"MEDIO MIDDLEBROOK ADC (ALBUMINA, DEXTROSA Y CATALASA)"
14396,323028,PLOMO METALICO 999999% DE PUREZA EN BARRA 5 mm DE DIAMETRO X 50 mm
14397,323047,FORMATO DE RECEPCION DE BIENES/MATERIALES
14398,323067,SISTEMA DE LIGADURA MULTIBANDA PARA VARICES ESOFAGICAS
14399,323072,SOLUCION PREMEZCLADA PARA PCR TIEMPO REAL CONCENTRACION 2X X 200 DETERMINACIONES
14400,323078,SUJETADOR DE TUBO ENDOTRAQUEAL UNIVERSAL
14401,323080,SURFACTANTE PULMONAR DE ORIGEN NATURAL 120 mg/15mL INY 15 mL
14402,323088,FORMATO DE ACTA DE ENTREGA DE ALIMENTOS
14403,323092,TERMOMETRO INFRARROJO DIGITAL TIPO PISTOLA RANGO: -30 C A 900 C PARA REGISTRO DE MAXIMA Y MINIMA AMBIENTAL Y REFRIGERADOS
14404,323106,VACUNA ANTINEUMOCOCICA CONJUGADA 13-VALENTE INY 1 DOSIS
14405,323107,"VACUNA CONTRA DIFTERIA,TETANOS Y TOS FERINA ACELULAR ADSORBIDA (DPTa) 5 Lf+5 Lf+25 µg INY 1DOSIS"
14406,323115,TERMOCICLADOR DE PCR EN TIEMPO REAL
14407,323119,UNIDAD DE FILTRACION AL VACIO DE VIDRIO BOROSILICATO X 1 L APROX. PARA RECOLECTOR DE FILTRADO
14408,323128,SUSCRIPCION EN LINEA A REVISTA RELACIONADA A TEMAS DE COSTOS
14409,323131,SERVICIO DE INSTALACION Y ALOJAMIENTO DE UNA PLATAFORMA VIRTUAL PARA CURSOS AUTOINSTRUCTIVOS
14410,323198,ACIDO GADOTERICO 05 mmol/mL INY 15 mL
14411,323203,ANALIZADOR BIOQUIMICO AUTOMATIZADO
14412,323204,ANALIZADOR DE CALIDAD DE LECHE DIGITAL
14413,323205,BALOMETRO - CAMPANA DE MEDIDA DE CAUDAL DE AIRE RANGO 40 A 3500 m3/h
14414,323206,BRINZOLAMIDA + TIMOLOL 10 mg + 5 mg/mL SUS OFT 5 mL
14415,323207,CABINA AUTOMATIZADO CAPACIDAD DE 240 BOTELLAS PARA HEMOCULTIVOS Y LIQUIDOS CORPORALES ESTERILES
14416,323209,CALORIMETRO ELECTRONICO DIFERENCIAL DE BARRIDO PARA ANALISIS TERMICO
14417,323217,CROMATOGRAFO LIQUIDO DE ALTA PERFORMANCE - HPLC
14418,323218,CUANTIFICADOR DE PRUEBAS RAPIDAS DE INMUNOCROMATOGRAFIA
14419,323224,ELEVADOR MANUAL DE MATERIAL DE LABORATORIO
14420,323227,EQUIPO AUTOMATIZADO DETECCION DE PATOGENOS
14421,323228,EQUIPO AUTOMATIZADO DETECCION DE SENSIBILIDAD ANTIMICROBIANA
14422,323229,EQUIPO DE ANESTESIA CON SISTEMA DE MONITOREO RODABLE
14423,323230,EQUIPO AUTOMATIZADO DE INMUNOHEMATOLOGIA
14424,323231,ESCALINATA - GRADILLA DE 5 PELDANOS
14425,323232,"ESCANER PORTATIL, COLOR A4,USB 2.0,3D"
14426,323235,ESPECTROFOTOMETRO INFRARROJO POR TRANSFORMADA DE FOURIER
14427,323238,FLUJOMETRO DE AIRE ESPIRATORIO
14428,323239,FORMULA NUTRICIONAL COMPLETA BALANCEADA CON VITAMINAS Y MINERALES
14429,323242,HEMOBASCULA DIGITAL PROGRAMABLE CON MESA PARA BANCO DE SANGRE
14430,323243,HOMOGENIZADOR ULTRASONICO HORIZONTAL DE 200 W X 2000 mL APROX. PARA MUESTRAS DE ALIMENTOS
14431,323255,MEDIDOR DIGITAL DE CALIDAD DE AIRE
14432,323258,MICOFENOLATO MOFETILO 500 mg TAB
14433,323259,"MICROSCOPIO DIGITALTRINOCULAR CON OBJETIVO DE 10X, 20X Y 40X ILUMINACION LED"
14434,323261,MODULO DE PUENTE SIMULTANEO - BRIDGE AND STRAIN MEASUREMENT
14435,323264,OXIGENO GAS MEDICINAL X 1 m3
14436,323265,OXIMETRO DE PULSOS PARA ADULTO PORTATIL
14437,323273,PULSOMETRO
14438,323275,REGISTRADOR DE DATOS DE TEMPERATURA Y HUMEDAD
14439,323276,REGISTRADOR ELECTRICO GRAFICO DE TEMPERATURAS MULTICANAL
14440,323327,SOFTWARE (INC. LICENCIA) DE MESA DE AYUDA
14441,323580,REDUCCION DE 500 mm A 200 mm PARA BANDEJA PORTACABLES DE ACERO GALVANIZADO TIPO ESCALERA
14442,323595,CABLE UTP CAT 3 DE  100 m
14443,323691,APOSITO TRANSPARENTE DE FIJACION CON GLUCONATO DE CLORHEXIDINA 10 cm X 15.5 cm PARA INSERCIONES INTRAVENOSAS
14444,323692,APOSITO TRANSPARENTE DE FIJACION CON GLUCONATO DE CLORHEXIDINA 7 cm X 8.5 cm PARA INSERCIONES INTRAVENOSAS
14445,323694,APOSITO TRANSPARENTE DE FIJACION CON GLUCONATO DE CLORHEXIDINA  8.5 cm X 11.5 cm PARA INSERCIONES INTRAVENOSAS
14446,323732,CAJA DE POLICARBONATO DE 64 VIALES X 0.5 A 2.0 mL PARA CRIOCONSERVACION
14447,323754,CARTEL DE PAPEL AUTOADHESIVO DE 52 cm X 62 cm APROX.
14448,323791,INVENTARIO DE PREFERENCIAS PERSONALES DE EDWARDS (EPPS)
14449,323803,FUENTE DE PODER DE 12 V 2 A PARA CAMARA DE VIDEO VIGILANCIA
14450,323819,CAMARA DE VIDEO DIGITAL IP TIPO DOMO
14451,323820,CIRCUITO CERRADO DE VIDEO VIGILANCIA DE 4 CAMARAS
14452,323823,EQUIPO PUERTA DE ENLACE - GATEWAY DE VOZ/FAX 8 PUERTOS FXS
14453,323825,SWITCH DE RED TRONCAL PARA RACK DE 19 in DE 26 PUERTOS 10/100/1001
14454,323829,SWITCH PARA RED DE 24 PUERTOS TIPO CAPA 2 32 MB
14455,323830,TELEVISOR LED DE 77 in
14456,323831,SERVICIO DE SUSCRIPCION A BASE DE DATOS PARA BUSQUEDA DE PROFESIONALES
14457,323833,SERVICIO DE SUSCRIPCION A BIBLIOTECA DIGITAL DE INGENIERIA
14458,323835,SERVICIO DE SUSCRIPCION A BASE DATOS COLECCION ARTS & SCIENCES IV DE JSTOR
14459,323838,SERVICIO DE SUSCRIPCION A BASE DE DATOS IANPHI
14460,323843,SERVICIO DE SISTEMATIZACION DE INFORMACION DE CENTRO DE DATOS
14461,323847,SERVICIO DE INTEGRIDAD E INTEGRACION DE DATOS PARA GENERACION DE INFORMACION ESTADISTICA
14462,323854,SERVICIO DE ACCESO A HERRAMIENTAS DE MONITOREO DE REDES SOCIALES ON LINE
14463,323961,ESTANDAR PATRON DE ZINC PARA CALORIMETRO DE BARRIDO DIFERENCIAL X 0.5 g
14464,324059,CUBETA DE CUARZO 100 mm APROX. CUADRADA PARA ESPECTROFOTOMETRO
14465,324063,DEPOSITO DE POLIPROPILENO PARA DESCARTE DE MATERIAL PUNZO CORTANTE 8 L
14466,324084,DOSAJE DE DIMERO X 50 DETERMINACIONES
14467,324189,PLACA BLOQUEADA PARA FEMUR DISTAL 7 AGUJEROS X 4.5 mm
14468,324198,PLANTILLA EN BRAILE PARA VOTACION DE CIUDADANOS 26 cm X 29 cm
14469,324379,CATETER VENOSO CENTRAL DOBLE LUMEN 14 FR X 32 cm
14470,324420,"GUIA METODOLOGICA PARA LA IDENTIFICACION, FORMULACION Y EVALUACION DE PROYECTOS DE INVERSION PUBLICA EN MEJORAMIENTO DE SERVICIOS"
14471,324441,COBERTOR DE PISCINA DE PLASTICO X 48 m2
14472,324581,TARJETA ELECTRONICA DE DESARROLLO PARA PROCESADOR TIPO ARM
14473,324721,BATERIA PARA VEHICULO TERRESTRE DE 12 V 73 Ah
14474,324819,ANALIZADOR DE INCUBADORAS
14475,324822,ATUN EN FILETE EN AGUA Y SAL
14476,324830,CARPA DE LINO PESADO DE 2.7 m X 4 m X 8 m CON PISO
14477,324856,COLONOVIDEOENDOSCOPIO ADULTO
14478,324859,EQUIPO DE OXIGENOTERAPIA DE 1 m3 COMPLETO
14479,324874,FORMULA POLIMERICA ADULTO X 237 mL
14480,324885,INJERTO VASCULAR VALVADO HETEROLOGO PULMONAR 14 mm
14481,324887,INJERTO VASCULAR VALVADO HETEROLOGO PULMONAR 18 mm
14482,324907,SUCEDANEO DE LECHE MATERNA II SEMESTRE X 400 g
14483,324912,SUPLEMENTO NUTRICIONAL CON VITAMINA D Y OMEGA 3
14484,324913,SUPLEMENTO NUTRICIONAL DIETETICO PEDIATRICO EN POLVO X 400 g
14485,324914,RUXOLITINIB 5 mg TAB
14486,324932,LIBRO BASES DE DATOS
14487,324991,URETERORRENOSCOPIO
14488,325016,CAMARA FRIGORIFICA CON 2 PUERTAS
14489,325018,REFRIGERADORA ELECTRICA DOMESTICA 290 l APROX.
14490,325152,SERVICIO DE LIMPIEZA Y DESINFECCION DE CISTERNA Y TANQUE ELEVADO
14491,325204,ADITIVO IMPERMEABILIZANTE A BASE DE CEMENTO
14492,325206,BIODIGESTOR DE POLICLORURO DE VINILO DE 1000 l
14493,325207,BIODIGESTOR DE POLIETILENO DE 1300 l
14494,325223,TRIPLAY LUPUNA DE 12 mm X 1.22 m X 2.44 m
14495,325237,AMBIENTE PREFABRICADO DE ALUMINIO DE 4.00 m X 5.00 m
14496,325262,PESCADO CAMOTILLO FRESCO CORTE FILETE
14497,325268,MADERA TORNILLO DE 2 1/2 in X 3 in X 20 ft APROX.
14498,325282,MADERA AGUANO DE 1 1/2 in X 8 in X 12 ft APROX.
14499,325283,MADERA AGUANO DE 1 1/2 in X 8 in X 10 ft APROX.
14500,325315,SERVICIO DE PUBLICIDAD EN PRENSA ESCRITA
14501,325382,LIJA DE BANDA PARA MADERA N  60 DE 9 1/2 in X 40 in
14502,325384,ALAMBRE DE ACERO GALVANIZADO N  10
14503,325407,TABIQUERIA DE MELAMINA
14504,325425,ELEMENTO FILTRO DE AIRE 3V61445100
14505,325450,CABLE ELECTRICO FLEXIBLE DE COBRE TIPO GPT DE 16 AWG
14506,325461,BANCO DE BATERIAS DE 230 V 2.5 Ah
14507,325463,BATERIA DE LITIO DE 7.4 V
14508,325558,SERVICIO DE ALQUILER DE CAMIONETA TIPO MINIVAN
14509,325562,SERVICIO DE ALQUILER DE MOBILIARIO PARA EVENTO
14510,325565,SERVICIO DE ALQUILER DE SISTEMA DE RADIO ENLACE DE BANDA ANCHA
14511,325566,"SERVICIO DE ALQUILER DE TOLDO, SONIDO, LUCES, TABLADILLO Y PISO TIPO VINILOOK"
14512,325568,ANALIZADOR MULTICANAL DE DISPOSITIVOS DE INFUSION
14513,325577,APOSITO GASA ESTERIL 10 cm X 10 cm
14514,325607,CAMPO QUIRURGICO ANTIMICROBIANO 45 cm X 58 cm
14515,325618,CARPA DE TELA POLIESTER RECUBIERTA DE PVC 2.4 m X 6 m X 9 m
